Geneid	C_1	C_2	C_3	F_1	F_2	F_3	W_1	W_2	W_3
ENSG00000136939	0	0	0	1	0	2	0	0	1
ENSG00000171459	0	0	0	0	1	0	0	0	0
ENSG00000232387	0	0	0	0	0	1	2	3	3
ENSG00000148215	1	0	0	0	0	0	0	1	0
ENSG00000136940	392	663	579	610	714	629	886	590	528
ENSG00000165204	0	0	0	0	0	4	0	0	0
ENSG00000233425	0	0	0	0	0	0	0	0	0
ENSG00000056586	501	943	868	772	889	893	1518	972	950
ENSG00000212447	0	0	0	0	0	0	0	0	0
ENSG00000186130	107	207	174	135	204	208	243	200	134
ENSG00000171448	113	192	218	236	188	260	300	164	164
ENSG00000261094	26	21	26	29	31	28	41	15	25
ENSG00000011454	360	653	731	702	803	860	889	693	803
ENSG00000222351	0	0	0	0	0	0	0	4	0
ENSG00000213216	0	0	0	0	0	0	1	0	0
ENSG00000188394	0	0	0	0	0	0	0	0	0
ENSG00000225078	0	0	0	0	0	2	0	2	0
ENSG00000236901	38	128	123	97	138	165	88	98	121
ENSG00000165209	628	762	776	889	875	873	1210	893	779
ENSG00000283941	0	0	0	0	0	0	0	0	0
ENSG00000148204	34	72	39	46	58	53	74	54	43
ENSG00000119522	367	580	520	478	470	568	786	556	430
ENSG00000207991	1	0	0	0	0	0	0	0	1
ENSG00000274932	0	0	0	0	0	0	0	0	0
ENSG00000237336	0	0	0	0	0	0	0	0	0
ENSG00000230826	0	1	0	1	1	0	0	0	0
ENSG00000229115	0	0	0	0	0	0	0	1	0
ENSG00000234881	0	1	0	0	0	0	0	0	0
ENSG00000106689	29	54	17	75	78	62	43	35	14
ENSG00000236668	5	0	1	1	2	0	1	0	0
ENSG00000231227	0	0	0	0	0	0	0	1	0
ENSG00000234921	0	2	0	1	0	0	1	0	0
ENSG00000119408	560	742	815	951	974	1015	2076	1235	1446
ENSG00000235204	4	3	9	5	1	10	9	4	10
ENSG00000227200	2	2	5	6	1	2	9	2	0
ENSG00000136930	3415	3153	2286	2940	2766	2563	4007	2336	2150
ENSG00000180264	0	1	0	2	1	0	1	0	1
ENSG00000136931	11	27	13	26	43	12	21	15	9
ENSG00000231149	0	3	0	1	0	0	0	0	1
ENSG00000148200	126	229	233	139	178	156	276	243	250
ENSG00000231744	0	1	2	1	0	0	0	0	0
ENSG00000241246	0	0	0	0	0	0	0	0	0
ENSG00000224020	16	25	18	23	16	22	20	14	6
ENSG00000207595	0	0	0	3	0	1	0	0	0
ENSG00000207737	0	3	1	0	0	0	1	0	0
ENSG00000236643	1	5	1	13	6	10	12	2	7
ENSG00000185585	449	768	557	665	935	1034	611	502	597
ENSG00000136918	4	5	4	8	5	3	6	5	3
ENSG00000136942	20783	16415	12186	14399	13069	12454	20992	14431	12029
ENSG00000136950	1162	1190	927	1283	1111	942	2095	1368	1003
ENSG00000136935	221	330	261	337	318	249	530	298	242
ENSG00000199313	0	1	3	3	3	1	4	2	1
ENSG00000173611	132	199	210	189	216	208	257	187	205
ENSG00000177736	0	2	0	1	0	1	3	0	4
ENSG00000119414	669	763	543	692	770	756	1257	815	656
ENSG00000232630	16	36	33	36	42	35	55	44	24
ENSG00000235332	1	0	0	0	0	1	0	0	0
ENSG00000136933	509	535	399	582	484	427	915	562	490
ENSG00000044574	10051	12473	6968	14276	13381	9450	23006	16128	10500
ENSG00000239705	0	0	1	0	0	2	1	1	1
ENSG00000165219	412	842	784	798	842	680	1181	860	708
ENSG00000214593	0	0	0	0	0	0	0	0	0
ENSG00000200554	0	0	0	0	0	0	0	0	0
ENSG00000227845	0	0	3	1	1	0	2	1	0
ENSG00000274510	0	0	0	0	0	0	2	0	0
ENSG00000119487	1259	1322	1030	1439	1344	1292	2597	1563	1449
ENSG00000243845	0	1	0	0	0	0	0	1	0
ENSG00000227068	0	0	0	0	0	0	0	1	0
ENSG00000214761	0	0	2	0	0	1	0	0	0
ENSG00000229582	1	2	2	2	3	1	3	6	1
ENSG00000167081	232	364	324	420	446	500	636	417	442
ENSG00000232413	0	0	0	0	0	0	0	0	0
ENSG00000228392	0	0	0	0	0	0	0	0	0
ENSG00000196814	318	406	314	390	354	424	528	311	325
ENSG00000253079	0	0	0	0	1	0	0	1	0
ENSG00000252985	0	0	0	0	0	0	0	0	0
ENSG00000233721	0	0	2	0	0	0	0	0	0
ENSG00000279137	0	0	0	0	0	0	1	0	0
ENSG00000226078	0	0	0	1	0	0	0	0	0
ENSG00000224842	5	9	8	10	13	12	17	13	15
ENSG00000136944	110	186	168	188	210	190	212	156	185
ENSG00000238010	0	0	0	0	1	0	0	0	1
ENSG00000169155	139	372	410	304	294	325	487	310	327
ENSG00000177125	157	346	433	315	387	401	515	487	413
ENSG00000136828	104	185	209	183	186	223	238	183	188
ENSG00000136859	128	184	156	128	153	175	316	196	215
ENSG00000228487	2	2	11	4	6	9	2	8	7
ENSG00000136895	38	122	114	79	82	112	136	86	116
ENSG00000229369	0	0	0	1	0	0	0	0	0
ENSG00000271833	8	12	11	15	8	10	17	6	15
ENSG00000136856	392	421	357	536	486	389	497	377	296
ENSG00000196152	86	135	88	120	116	101	143	85	84
ENSG00000197958	24429	23620	15979	16652	18688	18600	29577	20556	18265
ENSG00000201302	10	5	9	4	9	5	12	12	4
ENSG00000148356	494	514	448	358	413	442	555	437	381
ENSG00000200788	2	0	1	0	3	3	1	1	1
ENSG00000136830	3203	3545	3400	4027	3664	3658	5463	3453	3159
ENSG00000136854	373	614	624	943	969	1021	1060	822	816
ENSG00000279571	2	0	0	1	0	0	1	2	0
ENSG00000187024	6	10	4	13	9	6	9	2	7
ENSG00000283874	0	0	0	0	0	0	0	0	0
ENSG00000160401	65	84	109	105	83	108	108	72	95
ENSG00000167094	0	1	0	1	3	1	1	0	1
ENSG00000160404	207	212	167	348	237	233	383	186	233
ENSG00000095370	9	18	20	27	34	42	84	66	116
ENSG00000136807	1333	1747	1349	1400	1472	1452	2105	1465	1236
ENSG00000283863	0	0	0	0	0	0	0	0	0
ENSG00000284547	0	0	0	0	0	0	0	0	0
ENSG00000136877	1779	1919	1469	1712	1522	1487	2405	1571	1429
ENSG00000106991	516	668	499	833	891	724	1090	835	652
ENSG00000225032	34	71	93	57	56	78	76	53	76
ENSG00000222421	0	2	2	0	1	2	1	3	0
ENSG00000222455	0	0	0	0	0	0	1	0	1
ENSG00000106992	164	184	93	195	213	192	247	164	153
ENSG00000257524	11	23	15	10	24	16	19	19	12
ENSG00000263979	2	0	0	0	0	0	1	0	0
ENSG00000160408	16	21	16	21	13	17	29	21	30
ENSG00000136840	800	806	638	788	625	615	1341	952	631
ENSG00000167103	68	117	86	122	119	142	139	94	114
ENSG00000227218	4	6	4	11	4	6	12	6	6
ENSG00000136908	1278	1081	904	1506	1332	1189	2092	1267	1113
ENSG00000167106	694	999	838	1132	1305	967	912	814	637
ENSG00000230848	0	0	0	0	0	0	0	0	0
ENSG00000171169	922	1057	865	1124	994	887	1724	1118	992
ENSG00000148339	392	557	390	517	584	489	731	654	451
ENSG00000230536	3	0	0	1	4	1	0	0	1
ENSG00000234771	273	472	351	542	571	402	720	553	397
ENSG00000148334	2740	2580	1972	2036	1635	1701	2904	1983	1964
ENSG00000232850	11	7	10	3	4	13	8	8	8
ENSG00000148346	39	40	32	20	12	15	35	27	24
ENSG00000171159	2135	2019	1422	1432	1583	1710	2065	1551	1364
ENSG00000148337	3838	4343	3376	4210	4127	4435	5868	4003	3577
ENSG00000106976	2765	4238	3614	4361	4096	4218	4772	3462	3376
ENSG00000207581	0	0	2	0	1	2	2	0	0
ENSG00000264823	0	0	0	0	0	0	0	0	0
ENSG00000167110	1507	3053	2346	2219	2400	2564	3086	2497	1909
ENSG00000175854	547	522	359	532	581	542	802	588	463
ENSG00000167112	1372	1208	769	1026	923	724	1430	968	758
ENSG00000272696	5	20	3	26	17	30	25	14	19
ENSG00000167113	847	802	602	672	591	609	1021	630	617
ENSG00000167114	1460	1367	975	1498	1151	1014	1868	1005	875
ENSG00000223551	8	8	6	13	4	3	22	5	2
ENSG00000167118	2011	2034	1404	1721	1555	1371	2364	1468	1292
ENSG00000272593	0	0	0	0	0	0	0	0	0
ENSG00000207955	4	9	1	13	9	6	11	17	3
ENSG00000284185	0	0	0	0	0	0	0	0	0
ENSG00000283335	0	0	0	0	0	0	0	0	0
ENSG00000167123	1869	2186	1748	2332	2690	3021	2624	1950	1860
ENSG00000273186	9	8	6	2	6	8	11	5	11
ENSG00000228510	7	2	2	0	4	5	1	4	1
ENSG00000136811	1197	1536	1525	1896	1982	2098	2914	1899	1899
ENSG00000225951	3	3	8	1	2	3	4	5	5
ENSG00000119392	836	991	882	1200	1210	1132	1754	937	1064
ENSG00000228395	38	70	48	72	85	72	87	56	33
ENSG00000238406	3	0	1	2	0	0	2	2	1
ENSG00000197694	4583	7010	5892	6127	6548	6125	10317	7327	6397
ENSG00000280474	1	2	3	0	3	1	3	0	2
ENSG00000280758	1	5	1	11	15	3	13	1	2
ENSG00000119333	5799	4211	3784	5526	5019	5252	8039	4765	4577
ENSG00000227759	0	0	0	1	0	1	0	0	0
ENSG00000234705	4	2	1	1	9	7	4	1	9
ENSG00000119335	9399	10015	8672	11489	10269	10137	18578	11023	10691
ENSG00000160447	900	1169	1176	1406	1523	1649	2089	1394	1460
ENSG00000264438	0	0	0	0	0	0	0	0	0
ENSG00000160446	1059	983	770	1050	1089	1074	1301	762	760
ENSG00000223478	176	190	137	267	311	271	278	190	138
ENSG00000160445	710	1203	852	772	919	987	923	716	623
ENSG00000203286	9	12	4	1	11	2	1	6	3
ENSG00000107021	787	1031	815	971	1059	823	1318	964	781
ENSG00000167136	264	237	152	226	211	199	307	208	180
ENSG00000198917	1020	1302	1006	1051	1008	946	1561	1248	895
ENSG00000171097	316	353	410	415	493	533	521	398	424
ENSG00000136802	1444	2442	1691	2580	2879	1982	2902	2574	1603
ENSG00000175287	153	134	128	145	151	145	154	110	81
ENSG00000251184	0	0	0	0	0	0	0	0	0
ENSG00000175283	251	307	196	258	253	205	474	348	236
ENSG00000095319	1598	2464	2189	3097	2486	2434	4768	2876	2655
ENSG00000267834	5	6	8	2	3	9	3	6	4
ENSG00000148341	2370	3083	2838	2248	2612	3146	2847	2300	2192
ENSG00000148343	794	1006	821	771	930	863	1248	981	826
ENSG00000167130	385	588	383	530	557	471	917	625	486
ENSG00000095321	182	203	143	372	452	418	346	309	283
ENSG00000234055	0	0	1	0	1	1	0	0	0
ENSG00000119383	6845	6493	5257	6384	6445	6199	9048	5741	5539
ENSG00000268707	8	16	13	13	10	16	14	1	3
ENSG00000188483	662	418	519	813	564	1247	673	571	520
ENSG00000268050	0	0	0	0	0	0	0	0	0
ENSG00000204055	12	18	19	9	11	22	14	19	8
ENSG00000235007	0	0	0	0	0	0	0	0	0
ENSG00000241084	0	0	0	0	0	0	0	0	0
ENSG00000224307	2	3	0	3	0	1	0	9	5
ENSG00000179082	1	3	1	5	1	2	2	0	0
ENSG00000268615	0	0	1	1	0	1	0	0	0
ENSG00000233901	99	119	65	90	107	109	81	55	63
ENSG00000242281	0	0	0	1	0	0	0	0	0
ENSG00000236146	0	0	0	0	0	0	0	0	0
ENSG00000230676	0	1	0	0	0	0	0	0	0
ENSG00000226355	0	0	0	0	0	0	1	0	0
ENSG00000261334	4	7	4	1	6	2	9	2	1
ENSG00000204054	6712	8207	4438	8192	10306	9119	7560	6019	4015
ENSG00000227619	0	1	2	5	3	2	1	1	0
ENSG00000148335	717	607	512	751	638	643	1304	773	662
ENSG00000179058	3	1	3	4	3	6	1	1	4
ENSG00000148331	712	1058	679	954	1073	838	1431	1166	723
ENSG00000234789	0	4	4	8	6	11	8	5	4
ENSG00000167157	382	330	261	349	334	269	564	381	342
ENSG00000236024	2	3	1	0	0	0	0	2	0
ENSG00000148344	32	35	15	52	40	35	30	21	12
ENSG00000233909	0	0	0	0	0	0	0	0	0
ENSG00000136816	639	901	764	953	854	850	1661	1036	965
ENSG00000136827	741	867	557	956	926	711	1783	1099	807
ENSG00000136819	1166	1263	941	1222	1072	1087	1925	1192	1052
ENSG00000136878	341	455	373	367	422	489	456	358	369
ENSG00000276124	0	0	0	0	0	0	0	0	0
ENSG00000224988	1	1	0	1	0	0	4	1	1
ENSG00000187239	538	1148	909	982	1014	924	1555	1152	1210
ENSG00000230684	0	1	1	0	0	1	0	1	0
ENSG00000270755	1	5	0	0	1	3	2	0	1
ENSG00000148358	1240	2449	2022	2047	2285	2180	3085	2207	1829
ENSG00000223188	1	0	1	2	0	0	0	0	0
ENSG00000196979	60	53	50	27	15	21	50	28	14
ENSG00000107130	3501	4521	3286	4289	3960	3688	6428	4232	3662
ENSG00000148357	52	66	61	43	53	73	57	40	41
ENSG00000264169	0	1	0	0	0	0	0	0	0
ENSG00000130707	3260	3327	2711	1353	1666	1791	3746	2617	2272
ENSG00000107164	1339	2408	1940	2258	2343	1939	3629	2466	1999
ENSG00000277713	0	0	3	0	0	1	1	0	0
ENSG00000232172	0	0	0	0	0	0	0	0	0
ENSG00000130711	6	4	6	14	13	24	19	9	9
ENSG00000130713	1248	1262	1011	1613	1220	1305	2453	1341	1323
ENSG00000097007	1874	3361	2771	3823	4132	3815	5601	3686	3732
ENSG00000224797	0	0	0	1	0	0	2	0	0
ENSG00000188710	26	48	15	46	29	16	67	70	31
ENSG00000130720	669	718	684	1147	1500	1956	1285	1051	1076
ENSG00000236658	4	4	13	1	12	8	11	10	2
ENSG00000050555	432	541	497	936	927	780	1266	908	914
ENSG00000252582	0	0	0	0	0	0	0	0	0
ENSG00000126878	517	618	538	637	588	725	967	662	618
ENSG00000126883	893	1764	1241	1724	1766	1683	2410	1817	1413
ENSG00000252622	0	0	0	0	1	0	0	0	0
ENSG00000236986	3	2	0	8	6	7	6	1	0
ENSG00000246851	4	6	2	4	5	3	0	5	3
ENSG00000226987	0	0	0	1	2	0	0	0	0
ENSG00000126882	145	237	188	316	258	301	267	180	208
ENSG00000160539	38	35	35	63	50	58	36	18	25
ENSG00000285287	3	3	0	3	0	0	0	0	2
ENSG00000130723	2808	6075	6030	5756	6119	6504	8359	5841	6724
ENSG00000235284	1	3	0	0	2	0	1	0	1
ENSG00000231587	7	12	3	7	5	2	5	6	11
ENSG00000176868	0	0	0	0	0	0	0	0	0
ENSG00000130714	73	108	102	129	135	172	270	198	161
ENSG00000230289	3	7	1	6	5	8	5	5	7
ENSG00000130717	888	977	717	922	925	795	1477	853	720
ENSG00000283526	0	3	3	0	1	0	0	0	0
ENSG00000107263	1642	3030	2679	3106	3303	2895	4573	3184	3115
ENSG00000240853	0	0	2	0	0	0	0	0	0
ENSG00000231018	0	0	0	0	0	0	0	0	0
ENSG00000212395	0	0	0	0	0	0	0	0	0
ENSG00000236687	0	0	0	0	0	0	0	0	0
ENSG00000160563	740	786	541	676	615	541	1121	802	635
ENSG00000196358	617	870	694	752	1048	1146	683	742	703
ENSG00000107290	836	1850	1659	1661	1805	1580	2107	1669	1203
ENSG00000125482	308	489	410	385	416	400	673	457	370
ENSG00000188523	7	11	7	4	6	8	15	9	9
ENSG00000252521	0	0	0	0	0	0	0	0	0
ENSG00000125492	1	4	3	3	1	4	2	7	1
ENSG00000125485	401	544	416	494	472	333	847	624	418
ENSG00000125484	1039	1688	1378	1493	1619	1153	2530	1810	1327
ENSG00000165695	4	10	11	9	11	18	18	7	7
ENSG00000224992	1	0	2	10	1	5	5	5	6
ENSG00000165698	155	201	149	250	223	275	196	131	142
ENSG00000165699	707	1330	1332	1203	1407	1524	1437	1144	1080
ENSG00000165702	0	8	5	2	4	3	4	4	4
ENSG00000263816	0	0	0	0	0	0	0	0	0
ENSG00000234907	0	0	0	0	0	0	0	0	0
ENSG00000238558	0	0	0	0	0	0	0	0	2
ENSG00000196205	725	842	686	739	747	976	1073	663	710
ENSG00000148308	2657	2476	2092	2754	2730	2525	4113	2611	2563
ENSG00000273932	0	0	0	0	0	1	0	1	0
ENSG00000170835	25	34	36	52	49	60	38	69	35
ENSG00000170827	0	1	0	1	2	3	1	0	1
ENSG00000160271	161	272	236	199	245	254	214	163	189
ENSG00000285245	0	0	0	0	0	0	0	0	0
ENSG00000148288	198	213	193	127	178	210	116	116	104
ENSG00000171102	1	1	0	0	0	0	0	0	0
ENSG00000119440	0	0	0	0	0	0	0	0	0
ENSG00000175164	0	0	3	0	0	0	0	0	1
ENSG00000201843	0	0	0	0	0	0	0	0	0
ENSG00000204031	0	0	0	0	0	0	0	0	0
ENSG00000148296	1603	1571	1034	1512	1352	1100	2459	1783	1144
ENSG00000201451	3	4	7	0	7	3	6	6	3
ENSG00000148297	1344	1521	1435	1575	1596	1558	2221	1452	1439
ENSG00000230064	0	0	0	0	0	0	0	0	0
ENSG00000148303	30230	30841	22297	23653	26258	27769	36324	25869	24153
ENSG00000206611	0	0	0	0	0	0	0	0	0
ENSG00000200831	0	0	0	0	0	0	0	0	0
ENSG00000199744	0	0	0	0	0	0	0	0	0
ENSG00000252542	0	0	0	0	0	0	0	0	0
ENSG00000148290	945	899	669	558	570	654	964	708	520
ENSG00000148291	787	627	383	578	422	310	949	542	413
ENSG00000148248	5170	6401	4614	5891	5998	5197	9289	6259	5155
ENSG00000198870	35	66	55	33	53	39	57	73	35
ENSG00000148300	1110	1284	1030	1165	1127	949	2120	1261	1074
ENSG00000160323	58	94	97	78	144	177	127	120	124
ENSG00000160325	1100	1346	770	1179	1425	1132	1077	882	699
ENSG00000160326	515	568	358	408	449	359	499	355	326
ENSG00000187616	0	0	0	0	0	0	0	0	0
ENSG00000197859	43	44	40	22	26	45	28	22	23
ENSG00000196990	0	0	0	0	1	0	0	0	3
ENSG00000261018	0	0	0	0	0	0	0	0	0
ENSG00000123454	7	30	14	11	19	7	14	15	7
ENSG00000225756	19	35	18	22	29	12	23	28	10
ENSG00000123453	196	277	219	165	223	305	213	160	145
ENSG00000160293	1066	1510	1283	1532	1568	1431	1862	1378	1352
ENSG00000235106	534	736	547	561	541	515	952	574	512
ENSG00000169925	463	968	1045	960	1160	1400	1179	759	1202
ENSG00000235138	2	14	17	12	11	10	7	9	10
ENSG00000271525	0	0	1	0	0	0	0	0	0
ENSG00000273249	3	5	3	6	4	9	3	2	3
ENSG00000196363	2223	2473	1861	3053	2602	2251	4466	2788	2282
ENSG00000221676	0	0	1	0	0	1	0	1	1
ENSG00000273473	4	4	3	8	10	3	12	4	8
ENSG00000223729	0	0	0	0	0	0	0	0	0
ENSG00000279929	0	0	0	0	0	0	0	0	0
ENSG00000186350	2060	2936	2272	3186	3512	3269	3549	2488	2367
ENSG00000263897	0	0	2	2	1	0	0	2	0
ENSG00000223795	1	0	0	1	2	2	1	0	0
ENSG00000228877	2	11	2	4	4	8	6	4	1
ENSG00000227150	3	10	5	0	0	5	24	10	17
ENSG00000130635	4790	10153	8138	7087	9205	10399	9023	8697	7169
ENSG00000204011	15	29	25	37	28	72	52	47	38
ENSG00000264744	0	0	0	0	0	0	0	0	0
ENSG00000265872	0	0	0	0	0	0	0	0	0
ENSG00000265848	0	0	0	0	0	0	0	0	0
ENSG00000264163	0	0	0	0	0	0	0	0	0
ENSG00000264136	0	0	0	0	0	0	0	0	0
ENSG00000266827	0	0	1	0	0	0	0	0	0
ENSG00000266514	0	0	1	0	0	0	0	0	0
ENSG00000232355	0	1	1	0	2	0	0	0	0
ENSG00000160339	0	0	0	0	0	0	0	0	0
ENSG00000085265	0	0	0	0	0	0	0	0	0
ENSG00000236403	0	0	0	0	0	0	0	0	0
ENSG00000279935	0	2	1	0	0	0	0	0	0
ENSG00000130558	161	226	156	663	725	756	759	518	575
ENSG00000227958	0	0	0	0	0	0	0	2	0
ENSG00000233936	8	1	2	2	1	1	1	1	2
ENSG00000178243	0	0	0	0	0	0	0	0	0
ENSG00000235572	0	0	0	0	0	0	0	0	0
ENSG00000224682	0	1	0	0	2	0	0	1	1
ENSG00000225361	39	74	87	65	65	74	87	60	89
ENSG00000196422	987	1297	1594	1156	1189	1667	1535	1302	1399
ENSG00000160345	60	65	41	53	49	50	134	82	72
ENSG00000122140	1563	1411	1159	1544	1276	1058	2367	1581	1191
ENSG00000226706	12	12	14	14	8	5	18	23	17
ENSG00000160349	1	0	2	0	1	0	1	2	0
ENSG00000122136	0	0	1	0	0	0	0	0	0
ENSG00000122133	19	21	38	4	7	12	10	11	15
ENSG00000237339	0	0	0	0	0	0	0	0	0
ENSG00000224045	0	1	0	1	1	2	0	0	1
ENSG00000236543	0	0	0	0	0	0	0	0	0
ENSG00000204007	0	0	0	0	0	0	0	0	0
ENSG00000148386	1	0	0	0	2	4	0	0	0
ENSG00000165643	0	0	0	0	0	2	0	0	0
ENSG00000107147	45	100	95	44	52	56	28	34	28
ENSG00000130559	823	1583	1417	1556	1685	1498	2736	1956	1567
ENSG00000238058	52	57	57	55	57	62	76	43	37
ENSG00000130560	1155	1239	891	1309	1236	1104	1767	1168	946
ENSG00000148411	1415	2934	2268	2825	3680	2810	2863	2481	1870
ENSG00000260193	21	23	27	30	30	25	50	23	29
ENSG00000238227	739	739	455	1019	917	848	1341	684	630
ENSG00000275329	0	0	0	4	4	1	7	0	2
ENSG00000107187	0	1	0	0	0	0	1	0	0
ENSG00000165661	659	1244	1096	1708	1406	1327	2725	1909	1804
ENSG00000260220	0	0	0	0	2	1	1	0	0
ENSG00000279813	0	0	0	0	0	0	0	0	0
ENSG00000283769	0	0	0	0	0	0	0	0	0
ENSG00000262075	0	0	2	1	2	0	0	0	4
ENSG00000160360	1115	1641	1265	1569	1773	1607	2409	2092	1434
ENSG00000213221	14	12	8	12	16	7	18	24	9
ENSG00000187796	57	78	37	80	96	47	113	120	26
ENSG00000165684	650	852	622	766	803	698	1075	912	730
ENSG00000165689	619	686	569	850	680	621	1450	849	771
ENSG00000165688	2261	2454	1781	2125	1888	1663	3345	2479	1909
ENSG00000148384	331	624	648	650	733	765	889	721	710
ENSG00000148396	1667	3580	3040	3375	3592	2935	4866	3476	2942
ENSG00000196366	3	5	2	10	15	8	12	4	5
ENSG00000148400	585	1737	1843	1240	1549	1734	1241	1241	1310
ENSG00000263403	0	0	0	0	0	0	0	1	0
ENSG00000227512	0	3	10	0	1	5	7	2	8
ENSG00000265181	0	0	0	0	0	0	0	0	0
ENSG00000237886	12	21	38	13	37	56	20	22	26
ENSG00000279141	4	0	6	0	0	3	2	2	0
ENSG00000228401	0	1	0	0	0	0	0	0	0
ENSG00000172889	1706	1469	1144	1571	1864	1884	1757	1524	1345
ENSG00000199161	0	0	0	0	0	2	0	2	0
ENSG00000169692	2191	1970	1409	1943	1828	1565	2313	1439	1299
ENSG00000165716	418	473	371	524	561	556	760	676	568
ENSG00000233016	1672	1907	1724	1661	1634	1763	2338	1439	1392
ENSG00000280496	0	0	0	0	0	0	0	0	0
ENSG00000276161	0	0	0	0	0	0	0	0	0
ENSG00000274998	0	0	0	0	0	0	0	0	0
ENSG00000281808	0	0	0	0	0	0	0	0	0
ENSG00000274356	16	15	12	24	17	25	42	20	27
ENSG00000204003	0	0	0	0	0	0	0	0	0
ENSG00000187922	0	0	0	0	0	0	0	0	0
ENSG00000267206	0	0	0	0	0	0	0	0	0
ENSG00000278756	0	0	0	0	0	0	0	0	0
ENSG00000204001	0	0	0	0	0	0	0	0	0
ENSG00000177984	1	0	2	0	2	1	1	0	0
ENSG00000224662	0	0	0	0	0	0	0	0	0
ENSG00000244187	204	226	173	261	281	330	451	317	253
ENSG00000272896	1	0	0	0	0	0	0	0	0
ENSG00000213213	15	24	34	29	36	48	44	18	24
ENSG00000273066	94	116	67	180	177	119	236	190	89
ENSG00000272679	0	0	0	0	0	0	0	0	0
ENSG00000228544	18	27	26	19	23	45	50	27	19
ENSG00000196642	4230	3677	2672	4952	4716	4723	6424	4587	3988
ENSG00000213212	5	6	12	4	8	21	17	11	12
ENSG00000265806	3	16	11	16	31	26	22	17	12
ENSG00000232434	129	133	162	240	234	279	230	198	153
ENSG00000054148	3224	3152	2137	2033	2198	2411	3617	2826	2399
ENSG00000177943	117	235	277	261	381	661	258	291	266
ENSG00000107223	4970	4350	3114	4549	4405	4345	6377	4358	3714
ENSG00000127191	1073	1076	840	1480	1290	1050	1686	1170	1014
ENSG00000266507	5	3	6	5	3	5	10	6	5
ENSG00000213590	5	1	1	4	12	6	7	5	2
ENSG00000260190	12	10	4	23	26	18	37	24	11
ENSG00000159069	3509	3521	2332	3423	3573	2988	4555	3243	2505
ENSG00000176919	10	7	3	10	7	10	4	7	5
ENSG00000184925	6	7	7	3	11	16	7	9	11
ENSG00000198454	0	0	0	0	0	0	0	0	0
ENSG00000107317	2	2	0	0	0	0	0	0	2
ENSG00000284341	0	0	0	0	0	0	0	0	0
ENSG00000214402	0	2	0	0	0	0	0	0	0
ENSG00000148362	741	707	622	891	904	1106	1396	1050	963
ENSG00000169583	199	247	89	152	240	166	79	105	63
ENSG00000107331	671	1413	1266	1946	2251	2407	1807	1555	1631
ENSG00000180539	1	2	8	8	6	5	5	14	6
ENSG00000180549	0	0	0	0	0	2	0	0	0
ENSG00000279073	0	0	0	0	0	0	0	0	0
ENSG00000107281	510	610	500	666	821	997	758	761	693
ENSG00000054179	0	0	0	0	0	2	0	0	0
ENSG00000236394	0	0	0	0	0	0	0	0	0
ENSG00000229257	0	0	0	0	0	0	0	0	0
ENSG00000186193	1148	1345	1351	2404	2276	2875	3240	1988	2421
ENSG00000231864	0	0	0	0	0	0	0	0	0
ENSG00000197355	252	430	374	533	592	568	538	337	389
ENSG00000268996	26	19	12	32	14	28	47	26	24
ENSG00000177239	1304	1341	1129	2298	1977	1902	2162	1491	1367
ENSG00000199411	1	0	0	0	3	0	1	0	0
ENSG00000176978	1332	1330	1216	1364	1619	1984	1871	1620	1489
ENSG00000176884	25	18	15	19	21	13	13	18	3
ENSG00000184709	1	0	0	2	2	2	0	2	1
ENSG00000261793	0	0	0	0	0	0	0	0	0
ENSG00000263697	0	0	0	0	0	0	0	0	0
ENSG00000185863	3	0	0	0	1	2	1	0	0
ENSG00000176248	1445	1572	1269	1680	1779	1536	2344	1805	1356
ENSG00000176101	2204	1907	1346	2475	2118	1791	3728	2181	1897
ENSG00000176058	466	540	352	478	549	444	582	518	409
ENSG00000187713	550	445	432	780	641	671	1320	764	729
ENSG00000188566	360	505	521	613	660	629	1084	867	700
ENSG00000284976	452	481	315	533	566	463	862	638	457
ENSG00000212864	19	23	15	31	42	22	22	21	25
ENSG00000197191	14	16	13	17	17	8	18	12	5
ENSG00000233198	7	4	3	5	4	5	4	2	6
ENSG00000198569	4	6	9	11	6	8	9	9	16
ENSG00000188229	14995	13186	11320	19424	17748	17565	31376	18194	19045
ENSG00000188163	1	2	0	0	0	2	3	1	2
ENSG00000275549	6	4	18	15	6	25	6	2	14
ENSG00000197768	10	4	21	13	9	40	15	7	23
ENSG00000188986	2385	2349	1954	2971	2677	2908	4413	2918	2869
ENSG00000198113	864	1190	961	1907	1897	1816	1980	1598	1301
ENSG00000270259	2	3	2	0	1	0	0	0	0
ENSG00000260996	15	12	18	17	16	16	5	7	4
ENSG00000198435	0	1	1	0	2	3	2	2	0
ENSG00000187609	183	299	249	223	335	477	309	257	280
ENSG00000188747	28	59	55	43	57	179	92	72	124
ENSG00000188833	14	25	9	19	26	35	29	17	33
ENSG00000165802	2230	2573	1658	2905	2875	2308	3472	2676	2200
ENSG00000284317	0	0	0	0	0	0	0	0	0
ENSG00000130653	13	29	11	35	47	47	29	21	26
ENSG00000182154	2780	2183	1424	2104	1988	1594	3109	2005	1632
ENSG00000148399	372	482	411	538	560	579	910	586	572
ENSG00000165724	763	818	610	1041	885	752	1853	1345	955
ENSG00000197070	471	569	418	450	480	496	728	640	427
ENSG00000283411	0	0	0	0	0	0	0	0	0
ENSG00000203993	544	456	565	672	526	705	977	603	803
